id_a,id_b,flow_ab,xa,ya,xb,yb,flow_ba
Valais,Glarus,9,847350.381217968,5814446.772378747,1009174.4247908473,5938930.731621181,8
Valais,Fribourg,399,847350.381217968,5814446.772378747,787775.0023574454,5896584.549930366,391
Valais,Solothurn,80,847350.381217968,5814446.772378747,850869.423476224,5992406.640604626,63
Valais,Basel-Stadt,55,847350.381217968,5814446.772378747,847705.9893533889,6034965.4912480395,37
Valais,Basel-Landschaft,31,847350.381217968,5814446.772378747,857882.2967038036,6016706.592630512,39
Valais,Schaffhausen,7,847350.381217968,5814446.772378747,956268.4487359578,6060289.10004496,5
Valais,Appenzell Ausserrhoden,9,847350.381217968,5814446.772378747,1043208.5052783317,6002313.718501874,8
Valais,Appenzell Innerrhoden,2,847350.381217968,5814446.772378747,1048263.5628800367,5994104.9908182565,2
Valais,Sankt Gallen,48,847350.381217968,5814446.772378747,1031682.3458421695,5979640.490512004,65
Valais,Graubünden,49,847350.381217968,5814446.772378747,1071947.3477250743,5886586.387826267,42
Valais,Aargau,114,847350.381217968,5814446.772378747,908261.8459321136,6009462.278535884,94
Valais,Thurgau,32,847350.381217968,5814446.772378747,1014401.9688154717,6035170.849313236,13
Valais,Ticino,66,847350.381217968,5814446.772378747,980531.5751880938,5828370.216423506,88
Valais,Neuchâtel,153,847350.381217968,5814446.772378747,755015.2603519754,5941653.985079498,203
Valais,Genève,282,847350.381217968,5814446.772378747,682782.1127196179,5815843.944762665,511
Valais,Jura,60,847350.381217968,5814446.772378747,796768.7545341233,5999875.050249346,61
Neuchâtel,Bern,889,755015.2603519754,5941653.985079498,848944.7423005573,5913827.7381231645,561
Neuchâtel,Lucerne,16,755015.2603519754,5941653.985079498,903672.1954563438,5953394.299862124,7
Neuchâtel,Glarus,1,755015.2603519754,5941653.985079498,1009174.4247908473,5938930.731621181,0
Neuchâtel,Fribourg,461,755015.2603519754,5941653.985079498,787775.0023574454,5896584.549930366,231
Neuchâtel,Basel-Stadt,30,755015.2603519754,5941653.985079498,847705.9893533889,6034965.4912480395,39
Neuchâtel,Basel-Landschaft,9,755015.2603519754,5941653.985079498,857882.2967038036,6016706.592630512,3
Neuchâtel,Appenzell Ausserrhoden,2,755015.2603519754,5941653.985079498,1043208.5052783317,6002313.718501874,2
Neuchâtel,Appenzell Innerrhoden,0,755015.2603519754,5941653.985079498,1048263.5628800367,5994104.9908182565,0
Neuchâtel,Graubünden,3,755015.2603519754,5941653.985079498,1071947.3477250743,5886586.387826267,2
Neuchâtel,Aargau,20,755015.2603519754,5941653.985079498,908261.8459321136,6009462.278535884,22
Neuchâtel,Genève,148,755015.2603519754,5941653.985079498,682782.1127196179,5815843.944762665,177
Neuchâtel,Jura,202,755015.2603519754,5941653.985079498,796768.7545341233,5999875.050249346,181
Genève,Bern,190,682782.1127196179,5815843.944762665,848944.7423005573,5913827.7381231645,156
Genève,Fribourg,242,682782.1127196179,5815843.944762665,787775.0023574454,5896584.549930366,164
Genève,Basel-Stadt,59,682782.1127196179,5815843.944762665,847705.9893533889,6034965.4912480395,52
Genève,Basel-Landschaft,19,682782.1127196179,5815843.944762665,857882.2967038036,6016706.592630512,10
Genève,Appenzell Ausserrhoden,1,682782.1127196179,5815843.944762665,1043208.5052783317,6002313.718501874,3
Genève,Appenzell Innerrhoden,0,682782.1127196179,5815843.944762665,1048263.5628800367,5994104.9908182565,0
Genève,Aargau,32,682782.1127196179,5815843.944762665,908261.8459321136,6009462.278535884,41
Jura,Bern,353,796768.7545341233,5999875.050249346,848944.7423005573,5913827.7381231645,447
Jura,Glarus,0,796768.7545341233,5999875.050249346,1009174.4247908473,5938930.731621181,0
Jura,Fribourg,90,796768.7545341233,5999875.050249346,787775.0023574454,5896584.549930366,52
Jura,Basel-Stadt,38,796768.7545341233,5999875.050249346,847705.9893533889,6034965.4912480395,46
Jura,Basel-Landschaft,58,796768.7545341233,5999875.050249346,857882.2967038036,6016706.592630512,62
Jura,Appenzell Ausserrhoden,1,796768.7545341233,5999875.050249346,1043208.5052783317,6002313.718501874,2
Jura,Appenzell Innerrhoden,0,796768.7545341233,5999875.050249346,1048263.5628800367,5994104.9908182565,0
Jura,Graubünden,0,796768.7545341233,5999875.050249346,1071947.3477250743,5886586.387826267,2
Jura,Aargau,19,796768.7545341233,5999875.050249346,908261.8459321136,6009462.278535884,19
Jura,Genève,42,796768.7545341233,5999875.050249346,682782.1127196179,5815843.944762665,45
